Datetime,Longitude,Latitude
2024-04-25 01:27:58.900,-84.335753638,30.453916862
2024-04-25 01:27:58.950,-84.335752989,30.453916745999997
2024-04-25 01:27:59.000,-84.33575234,30.45391663
2024-04-25 01:27:59.050,-84.335751631,30.453916522
2024-04-25 01:27:59.100,-84.335750922,30.453916414
2024-04-25 01:27:59.150,-84.335750213,30.453916306
2024-04-25 01:27:59.200,-84.335749504,30.453916197999998
2024-04-25 01:27:59.250,-84.335748795,30.45391609
2024-04-25 01:27:59.300,-84.335748086,30.453915981999998
2024-04-25 01:27:59.350,-84.335747377,30.453915874
2024-04-25 01:27:59.400,-84.335746668,30.453915765999998
2024-04-25 01:27:59.450,-84.33574595900001,30.453915658
2024-04-25 01:27:59.500,-84.33574525,30.453915549999998
2024-04-25 01:27:59.550,-84.335744541,30.453915442
2024-04-25 01:27:59.600,-84.335743832,30.453915334
2024-04-25 01:27:59.650,-84.335743123,30.453915226
2024-04-25 01:27:59.700,-84.33574241400001,30.453915118
2024-04-25 01:27:59.750,-84.335741705,30.45391501
2024-04-25 01:27:59.800,-84.335740996,30.453914902
2024-04-25 01:27:59.850,-84.33574028700001,30.453914794
2024-04-25 01:27:59.900,-84.335739578,30.453914686
2024-04-25 01:27:59.950,-84.33573886900001,30.453914578
2024-04-25 01:28:00.000,-84.33573816,30.45391447
2024-04-25 01:28:00.050,-84.33573741250001,30.453914283
2024-04-25 01:28:00.100,-84.335736665,30.453914096000002
2024-04-25 01:28:00.150,-84.3357359175,30.453913909
2024-04-25 01:28:00.200,-84.33573517,30.453913722
2024-04-25 01:28:00.250,-84.3357344225,30.453913535
2024-04-25 01:28:00.300,-84.335733675,30.453913348
2024-04-25 01:28:00.350,-84.3357329275,30.453913161
2024-04-25 01:28:00.400,-84.33573218000001,30.453912974
2024-04-25 01:28:00.450,-84.3357314325,30.453912787
2024-04-25 01:28:00.500,-84.335730685,30.453912600000002
2024-04-25 01:28:00.550,-84.3357299375,30.453912413
2024-04-25 01:28:00.600,-84.33572919,30.453912226
2024-04-25 01:28:00.650,-84.3357284425,30.453912039000002
2024-04-25 01:28:00.700,-84.335727695,30.453911852
2024-04-25 01:28:00.750,-84.3357269475,30.453911665
2024-04-25 01:28:00.800,-84.3357262,30.453911478000002
2024-04-25 01:28:00.850,-84.3357254525,30.453911291
2024-04-25 01:28:00.900,-84.335724705,30.453911104
2024-04-25 01:28:00.950,-84.3357239575,30.453910917
2024-04-25 01:28:01.000,-84.33572321,30.45391073
2024-04-25 01:28:01.050,-84.33572288549999,30.4539106655
2024-04-25 01:28:01.100,-84.335722561,30.453910601
2024-04-25 01:28:01.150,-84.3357222365,30.4539105365
2024-04-25 01:28:01.200,-84.335721912,30.453910472
2024-04-25 01:28:01.250,-84.33572158749999,30.4539104075
2024-04-25 01:28:01.300,-84.335721263,30.453910343
2024-04-25 01:28:01.350,-84.3357209385,30.4539102785
2024-04-25 01:28:01.400,-84.335720614,30.453910214
2024-04-25 01:28:01.450,-84.33572028949999,30.4539101495
2024-04-25 01:28:01.500,-84.335719965,30.453910085
2024-04-25 01:28:01.550,-84.3357196405,30.4539100205
2024-04-25 01:28:01.600,-84.335719316,30.453909956
2024-04-25 01:28:01.650,-84.33571899149999,30.4539098915
2024-04-25 01:28:01.700,-84.335718667,30.453909827
2024-04-25 01:28:01.750,-84.3357183425,30.4539097625
2024-04-25 01:28:01.800,-84.335718018,30.453909698
2024-04-25 01:28:01.850,-84.33571769349999,30.4539096335
2024-04-25 01:28:01.900,-84.335717369,30.453909569
2024-04-25 01:28:01.950,-84.3357170445,30.4539095045
