Datetime,Longitude,Latitude
2024-04-25 01:28:32.350,-84.3349576,30.45355495
2024-04-25 01:28:32.400,-84.3349564,30.4535568
2024-04-25 01:28:32.450,-84.3349552,30.45355865
2024-04-25 01:28:32.500,-84.334954,30.453560500000002
2024-04-25 01:28:32.550,-84.3349528,30.453562350000002
2024-04-25 01:28:32.600,-84.3349516,30.453564200000002
2024-04-25 01:28:32.650,-84.3349504,30.453566050000003
2024-04-25 01:28:32.700,-84.3349492,30.453567900000003
2024-04-25 01:28:32.750,-84.334948,30.45356975
2024-04-25 01:28:32.800,-84.3349468,30.4535716
2024-04-25 01:28:32.850,-84.3349456,30.45357345
2024-04-25 01:28:32.900,-84.3349444,30.4535753
2024-04-25 01:28:32.950,-84.3349432,30.45357715
2024-04-25 01:28:33.000,-84.334942,30.453579
2024-04-25 01:28:33.050,-84.33494093333333,30.453580833333334
2024-04-25 01:28:33.100,-84.33493986666666,30.45358266666667
2024-04-25 01:28:33.150,-84.3349388,30.4535845
2024-04-25 01:28:33.200,-84.33493773333333,30.453586333333334
2024-04-25 01:28:33.250,-84.33493666666666,30.45358816666667
2024-04-25 01:28:33.300,-84.3349356,30.453590000000002
2024-04-25 01:28:33.350,-84.33493453333334,30.453591833333334
2024-04-25 01:28:33.400,-84.33493346666667,30.453593666666666
2024-04-25 01:28:33.450,-84.3349324,30.453595500000002
2024-04-25 01:28:33.500,-84.33493133333333,30.453597333333335
2024-04-25 01:28:33.550,-84.33493026666666,30.453599166666667
2024-04-25 01:28:33.600,-84.3349292,30.453601000000003
2024-04-25 01:28:33.650,-84.33492813333334,30.453602833333335
2024-04-25 01:28:33.700,-84.33492706666667,30.453604666666667
2024-04-25 01:28:33.750,-84.334926,30.4536065
2024-04-25 01:28:33.800,-84.33492493333333,30.453608333333335
2024-04-25 01:28:33.850,-84.33492386666667,30.453610166666667
2024-04-25 01:28:33.900,-84.3349228,30.453612
2024-04-25 01:28:33.950,-84.33492173333333,30.453613833333335
2024-04-25 01:28:34.000,-84.33492066666666,30.453615666666668
2024-04-25 01:28:34.050,-84.3349196,30.4536175
2024-04-25 01:28:34.100,-84.33491853333334,30.453619333333336
2024-04-25 01:28:34.150,-84.33491746666667,30.453621166666668
2024-04-25 01:28:34.200,-84.3349164,30.453623
2024-04-25 01:28:34.250,-84.33491533333333,30.453624833333336
2024-04-25 01:28:34.300,-84.33491426666667,30.45362666666667
2024-04-25 01:28:34.350,-84.3349132,30.4536285
2024-04-25 01:28:34.400,-84.33491213333333,30.453630333333333
2024-04-25 01:28:34.450,-84.33491106666666,30.45363216666667
2024-04-25 01:28:34.500,-84.33491000000001,30.453634
2024-04-25 01:28:34.550,-84.33490893333334,30.453635833333333
2024-04-25 01:28:34.600,-84.33490786666667,30.45363766666667
2024-04-25 01:28:34.650,-84.3349068,30.4536395
2024-04-25 01:28:34.700,-84.33490573333333,30.453641333333334
2024-04-25 01:28:34.750,-84.33490466666667,30.453643166666666
2024-04-25 01:28:34.800,-84.3349036,30.453645
2024-04-25 01:28:34.850,-84.33490253333333,30.453646833333334
2024-04-25 01:28:34.900,-84.33490146666666,30.453648666666666
2024-04-25 01:28:34.950,-84.3349004,30.453650500000002
2024-04-25 01:28:35.000,-84.33489933333334,30.453652333333334
2024-04-25 01:28:35.050,-84.33489826666667,30.453654166666666
2024-04-25 01:28:35.100,-84.3348972,30.453656000000002
2024-04-25 01:28:35.150,-84.33489613333333,30.453657833333335
2024-04-25 01:28:35.200,-84.33489506666668,30.453659666666667
2024-04-25 01:28:35.250,-84.334894,30.453661500000003
2024-04-25 01:28:35.300,-84.33489293333334,30.453663333333335
2024-04-25 01:28:35.350,-84.33489186666667,30.453665166666667
2024-04-25 01:28:35.400,-84.3348908,30.453667
2024-04-25 01:28:35.450,-84.33488973333334,30.453668833333335
2024-04-25 01:28:35.500,-84.33488866666667,30.453670666666667
2024-04-25 01:28:35.550,-84.3348876,30.4536725
2024-04-25 01:28:35.600,-84.33488653333333,30.453674333333336
2024-04-25 01:28:35.650,-84.33488546666666,30.453676166666668
2024-04-25 01:28:35.700,-84.3348844,30.453678
2024-04-25 01:28:35.750,-84.33488333333334,30.453679833333332
2024-04-25 01:28:35.800,-84.33488226666667,30.453681666666668
2024-04-25 01:28:35.850,-84.3348812,30.4536835
2024-04-25 01:28:35.900,-84.33488013333334,30.453685333333333
2024-04-25 01:28:35.950,-84.33487906666667,30.45368716666667
2024-04-25 01:28:36.000,-84.334878,30.453689
2024-04-25 01:28:36.050,-84.33487715,30.453690766666668
2024-04-25 01:28:36.100,-84.3348763,30.453692533333335
2024-04-25 01:28:36.150,-84.33487545,30.453694300000002
2024-04-25 01:28:36.200,-84.3348746,30.453696066666666
2024-04-25 01:28:36.250,-84.33487375,30.453697833333333
2024-04-25 01:28:36.300,-84.33487290000001,30.4536996
2024-04-25 01:28:36.350,-84.33487205,30.453701366666667
2024-04-25 01:28:36.400,-84.33487120000001,30.453703133333335
2024-04-25 01:28:36.450,-84.33487035,30.4537049
2024-04-25 01:28:36.500,-84.3348695,30.45370666666667
2024-04-25 01:28:36.550,-84.33486865,30.453708433333333
2024-04-25 01:28:36.600,-84.3348678,30.4537102
2024-04-25 01:28:36.650,-84.33486695,30.453711966666667
2024-04-25 01:28:36.700,-84.3348661,30.453713733333334
2024-04-25 01:28:36.750,-84.33486525000001,30.4537155
2024-04-25 01:28:36.800,-84.3348644,30.45371726666667
2024-04-25 01:28:36.850,-84.33486355000001,30.453719033333332
2024-04-25 01:28:36.900,-84.3348627,30.4537208
2024-04-25 01:28:36.950,-84.33486185000001,30.453722566666666
2024-04-25 01:28:37.000,-84.334861,30.453724333333334
2024-04-25 01:28:37.050,-84.33486015,30.4537261
2024-04-25 01:28:37.100,-84.3348593,30.453727866666668
2024-04-25 01:28:37.150,-84.33485845,30.453729633333335
2024-04-25 01:28:37.200,-84.3348576,30.4537314
2024-04-25 01:28:37.250,-84.33485675,30.453733166666666
2024-04-25 01:28:37.300,-84.33485590000001,30.453734933333333
2024-04-25 01:28:37.350,-84.33485505,30.4537367
2024-04-25 01:28:37.400,-84.33485420000001,30.453738466666668
2024-04-25 01:28:37.450,-84.33485335,30.453740233333335
2024-04-25 01:28:37.500,-84.33485250000001,30.453742
2024-04-25 01:28:37.550,-84.33485165,30.453743766666665
2024-04-25 01:28:37.600,-84.3348508,30.453745533333333
2024-04-25 01:28:37.650,-84.33484995,30.4537473
2024-04-25 01:28:37.700,-84.3348491,30.453749066666667
2024-04-25 01:28:37.750,-84.33484825000001,30.453750833333334
2024-04-25 01:28:37.800,-84.3348474,30.4537526
2024-04-25 01:28:37.850,-84.33484655000001,30.453754366666665
2024-04-25 01:28:37.900,-84.3348457,30.453756133333332
2024-04-25 01:28:37.950,-84.33484485000001,30.4537579
2024-04-25 01:28:38.000,-84.334844,30.453759666666667
2024-04-25 01:28:38.050,-84.33484315,30.453761433333334
2024-04-25 01:28:38.100,-84.3348423,30.4537632
2024-04-25 01:28:38.150,-84.33484145,30.453764966666668
2024-04-25 01:28:38.200,-84.3348406,30.45376673333333
2024-04-25 01:28:38.250,-84.33483975,30.4537685
2024-04-25 01:28:38.300,-84.33483890000001,30.453770266666666
2024-04-25 01:28:38.350,-84.33483805,30.453772033333333
2024-04-25 01:28:38.400,-84.33483720000001,30.4537738
